"project_id","category","index","quantity","descriptions","urls"
"CONTRIBUTE/GRAND TOUR","datasets_databases",7,9,"Demolished Building: Walking from the outside into a search and rescue training facility through a demolished building with an open staircase and over multiple floors. The robot traverses 290 m in 368 s.",NA
"CONTRIBUTE/GRAND TOUR","datasets_databases",8,9,"Mountain Ascent: The robot starts by walking the scaffolding stairs, crossing a train station, and then traversing a narrow, very steep hiking path in sunny conditions, which presents challenges based on exposure. The robot traverses 300 m in 384 s.",NA
"CONTRIBUTE/GRAND TOUR","datasets_databases",9,9,"Ground truth trajectory generated with Holistic Fusion (HF) for the Excavation Site dataset",NA
"CONTRIBUTE/GRAND TOUR","industrial_collaborations",0,1,"Collaboration with Leica Geosystems for co-development of Boxi",NA
"CONTRIBUTE/GRAND TOUR","models_standards",0,1,"Comprehensive cookbook for mobile sensor suite design, summarizing lessons learned and best practices",NA
"CONTRIBUTE/GRAND TOUR","publications",0,28,"Learning-based localizability estimation for robust lidar localization. In 2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS), pages 17–24. IEEE, 2022.","https://github.com/sevensense-robotics/core_research_manual"
"CONTRIBUTE/GRAND TOUR","publications",1,28,"Holistic fusion: Task-and setup-agnostic robot localization and state estimation with factor graphs. arXiv preprint arXiv:2504.06479, 2025.","https://www.roboticsproceedings.org/rss19/p065.pdf"
"CONTRIBUTE/GRAND TOUR","publications",2,28,"Apriltag: A robust and flexible visual fiducial system. In 2011 IEEE International Conference on Robotics and Automation, pages 3400–3407, 2011. doi: 10.1109/ICRA.2011.5979561.","https://github.com/ethz-asl/wavemap"
"CONTRIBUTE/GRAND TOUR","publications",3,28,"The newer college dataset: Handheld lidar, inertial and vision with ground truth. In 2020 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS), pages 4353–4360. IEEE, 2020.","https://doi.org/10.1007/978-3-319-26054-9_24"
"CONTRIBUTE/GRAND TOUR","publications",4,28,"Wildcat: Online continuous-time 3d lidar-inertial slam. arXiv preprint arXiv:2205.12595, 2022.",NA
"CONTRIBUTE/GRAND TOUR","publications",5,28,"Extending kalibr: Calibrating the extrinsics of multiple imus and of individual axes. In 2016 IEEE International Conference on Robotics and Automation (ICRA), pages 4304–4311, 2016. doi: 10.1109/ICRA.2016.7487628.",NA
"CONTRIBUTE/GRAND TOUR","publications",6,28,"Efficient volumetric mapping of multi-scale environments using wavelet-based compression. In Robotics: Science and Systems (RSS), 2023. doi: 10.15607/RSS.2023.XIX.065.",NA
"CONTRIBUTE/GRAND TOUR","publications",7,28,"Stereo vision and imu based real-time ego-motion and depth image computation on a handheld device. In 2013 IEEE International Conference on Robotics and Automation, pages 4671–4678. IEEE, 2013.",NA
"CONTRIBUTE/GRAND TOUR","publications",8,28,"Core research development kit, 2022.",NA
"CONTRIBUTE/GRAND TOUR","publications",9,28,"Parallel pointing systems suitable for robotic total stations: Selection, dimensional synthesis, and accuracy analysis. Machines, 12(1):54, 2024.",NA
"CONTRIBUTE/GRAND TOUR","publications",10,28,"Tartandrive 2.0: More modalities and better infrastructure to further self-supervised learning research in off-road driving tasks. arXiv preprint arXiv:2402.01913, 2024.",NA
"CONTRIBUTE/GRAND TOUR","publications",11,28,"Rolling shutter camera synchronization with sub-millisecond accuracy. arXiv preprint arXiv:1902.11084, 2019.",NA
"CONTRIBUTE/GRAND TOUR","publications",12,28,"Scalability in perception for autonomous driving: Waymo open dataset. In Proceedings of the IEEE/CVF conference on computer vision and pattern recognition, pages 2446–2454, 2020.",NA
"CONTRIBUTE/GRAND TOUR","publications",13,28,"The oxford spires dataset: Benchmarking large-scale lidar-visual localisation, reconstruction and radiance field methods. arXiv preprint arXiv:2411.10546, 2024.",NA
"CONTRIBUTE/GRAND TOUR","publications",14,28,"Sensor fusion of robotic total station and inertial navigation system for 6dof tracking applications. Applied Geomatics, 16(4):933–949, 2024.",NA
"CONTRIBUTE/GRAND TOUR","publications",15,28,"The ROS Multimaster Extension for Simplified Deployment of Multi-Robot Systems, pages 629–650. Springer International Publishing, Cham, 2016. ISBN 978-3-319-26054-9. doi: 10.1007/978-3-319-26054-9_24.",NA
"CONTRIBUTE/GRAND TOUR","publications",16,28,"Cerberus: Autonomous legged and aerial robotic exploration in the tunnel and urban circuits of the darpa subterranean challenge. arXiv preprint arXiv:2201.07067, page 3, 2022.",NA
"CONTRIBUTE/GRAND TOUR","publications",17,28,"Tartandrive: A large-scale dataset for learning off-road dynamics models. In 2022 International Conference on Robotics and Automation (ICRA), pages 2546–2552. IEEE, 2022.",NA
"CONTRIBUTE/GRAND TOUR","publications",18,28,"Conslam: Construction data set for slam. Journal of Computing in Civil Engineering, 37(3):04023009, 2023.",NA
"CONTRIBUTE/GRAND TOUR","publications",19,28,"Versavis—an open versatile multi-camera visual-inertial sensor suite. Sensors, 20(5):1439, 2020.",NA
"CONTRIBUTE/GRAND TOUR","publications",20,28,"X-icp: Localizability-aware lidar registration for robust localization in extreme environments. IEEE Transactions on Robotics, 2023.",NA
"CONTRIBUTE/GRAND TOUR","publications",21,28,"Informed, constrained, aligned: A field analysis on degeneracy-aware point cloud registration in the wild. arXiv preprint arXiv:2408.11809, 2024.",NA
"CONTRIBUTE/GRAND TOUR","publications",22,28,"Rts-gt: Robotic total stations ground truthing dataset. In 2024 IEEE International Conference on Robotics and Automation (ICRA), pages 17050–17056. IEEE, 2024.",NA
"CONTRIBUTE/GRAND TOUR","publications",23,28,"Understanding and applying precision time protocol. In 2015 Saudi Arabia Smart Grid (SASG), pages 1–7. IEEE, 2015.",NA
"CONTRIBUTE/GRAND TOUR","publications",24,28,"Everysync: An open hardware time synchronization sensor suite for common sensors in slam. In 2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS), pages 12587–12593. IEEE, 2024.",NA
"CONTRIBUTE/GRAND TOUR","publications",25,28,"Pirvs: An advanced visual-inertial slam system with flexible sensor fusion and hardware co-design. In 2018 IEEE International Conference on Robotics and Automation (ICRA), pages 3826–3832. IEEE, 2018.",NA
"CONTRIBUTE/GRAND TOUR","publications",26,28,"Subt-mrs dataset: Pushing slam towards all-weather environments. In Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition, pages 22647–22657, 2024.",NA
"CONTRIBUTE/GRAND TOUR","software_tools",0,11,"Open-source software for Boxi integrating sensor payload and algorithmic performance analysis","https://github.com/leggedrobotics/grand_tour_box"
"CONTRIBUTE/GRAND TOUR","software_tools",1,11,"OKVIS2: Multi-Camera Visual-Inertial Odometry with Loop Closure",NA
"CONTRIBUTE/GRAND TOUR","software_tools",2,11,"DLIO: Customized LiDAR-inertial geometric-observer based odometry pipeline (Direct LiDAR Inertial Odometry)",NA
"CONTRIBUTE/GRAND TOUR","software_tools",3,11,"TSIF: Kinematic-inertial estimator representing proprioceptive state-estimation methods",NA
"CONTRIBUTE/GRAND TOUR","software_tools",4,11,"Inertial Explorer: Post-processed GNSS-IMU solution as an industrial positioning solution for outdoor datasets",NA
"CONTRIBUTE/GRAND TOUR","software_tools",5,11,"DLIO module for LiDAR-Inertial Odometry, used for state estimation and point cloud registration",NA
"CONTRIBUTE/GRAND TOUR","software_tools",6,11,"Wavemap module for 3D volumetric mapping and representation of the scene",NA
"CONTRIBUTE/GRAND TOUR","software_tools",7,11,"standalone, open-source tool for verifying time synchronization between two IMU time series measurements at arbitrary rates",NA
"CONTRIBUTE/GRAND TOUR","software_tools",8,11,"Custom kernel on Raspberry Pi Compute Module 4 for IIO support and timestamping",NA
"CONTRIBUTE/GRAND TOUR","software_tools",9,11,"Distributed recording system for sensor data recording across Jetson, NUC, and CPT7",NA
"CONTRIBUTE/GRAND TOUR","software_tools",10,11,"Open-source code based on Holistic Fusion (HF) framework for ground truth robot pose estimation",NA
"CONTRIBUTE/GRAND TOUR","software_tools",11,11,"In-house solution for camera driver limitations (debayering, white balancing, color correction)",NA
"CONTRIBUTE/GRAND TOUR","software_tools",12,11,"Time synchronization verification tool that calculates the time offset between data streams of IMU measurements using correlation and gradient-based optimization.",NA
"CONTRIBUTE/GRAND TOUR","software_tools",13,11,"Custom camera calibration workflow and software providing live feedback and distributed computation across target detection nodes, with real-time calibration during data collection, non-linear least squares optimization with Ceres Solver.",NA
"CONTRIBUTE/GRAND TOUR","websites_platforms",0,1,"Open-source hardware and software design for Boxi available online","https://github.com/leggedrobotics/grand_tour_box"
"CONTRIBUTE/MAST","datasets_databases",0,1,"The new website created comprises a database of experimental results from shake table tests conducted on unreinforced masonry buildings","https://doi.org/10.5281/zenodo.11093882"
"CONTRIBUTE/MAST","datasets_databases",1,1,"The website also includes a database of ready-to-use numerical models","https://doi.org/10.5281/zenodo.11188817"
"CONTRIBUTE/MAST","datasets_databases",2,1,"A database of shake-table tests conducted on unreinforced masonry buildings, containing experimental results and numerical models",NA
"CONTRIBUTE/MAST","datasets_databases",3,1,"Experimental data set containing shake-table accelerations and top displacement histories (44 files, 30 MB uncompressed)",NA
"CONTRIBUTE/MAST","datasets_databases",4,1,"A database of shake-table tests conducted on unreinforced masonry buildings",NA
"CONTRIBUTE/MAST","estimated_users",0,300,"This number is based on statistics collected from the Zenodo repository at https://doi.org/10.5281/zenodo.11093882, given the total amount of views and downloads of the database already made. The community being benefited is mainly the research community working on unreinforced masonry buildings.","https://doi.org/10.5281/zenodo.11093882"
"CONTRIBUTE/MAST","models_standards",0,1,"Equivalent frame model (EFM) assumptions for multi-storey mixed URM-RC wall; macroelement for masonry by Vanin et al. (2019); Rayleigh damping proportional to mass and secant stiffness; rigid wall-to-wall and floor-to-wall connections",NA
"CONTRIBUTE/MAST","outreach_activities",0,2,"Presentation of the platform made in Colombia, Medellin. The event was organized as part of a project related to the seismic safety of rural schools in Colombia",NA
"CONTRIBUTE/MAST","outreach_activities",1,2,"Activity organized within the EESD lab for testing the platform",NA
"CONTRIBUTE/MAST","presentations",0,1,"Presentation of the database and web-based platform at the World Conference of Earthquake Engineering (WCEE) held in Milan in July 2024.",NA
"CONTRIBUTE/MAST","publications",0,3,"Paper submitted and accepted in the Journal Earthquake Spectra under the name “A database of shake-table tests conducted on unreinforced masonry buildings”","https://doi.org/10.1177/87552930241268214"
"CONTRIBUTE/MAST","publications",1,3,"Manuscript (under progress) that makes use of the data provided in the platform for the quantification of uncertainties in the seismic assessment of unreinforced masonry buildings","https://doi.org/10.5281/zenodo.11093882"
"CONTRIBUTE/MAST","publications",2,3,"Dynamic testing of a four-storey building with reinforced concrete and unreinforced masonry walls: blind prediction, test results and data set",NA
"CONTRIBUTE/MAST","repositories_catalogues",0,1,"Open database of shake table tests and numerical models of URM buildings",NA
"CONTRIBUTE/MAST","software_tools",0,2,"OpenSees model input files for dynamic analysis of a four-storey mixed URM-RC building; VTK code for geometry visualization by Jose Gallardo Briones",NA
"CONTRIBUTE/MAST","software_tools",1,2,"Python API and command line",NA
"CONTRIBUTE/MAST","training_events",0,1,"A training session is expected at the SAHC conference to be held at EPFL in September 2025, where a large number of researchers from around the world focused on masonry structures will be present",NA
"CONTRIBUTE/MAST","websites_platforms",0,1,"New website created (currently accessible through the EPFL network and in its development version), The official launch of the website will be mid-August and the link have been already registered under https://masonrydb.epfl.ch","https://mast-dev.epfl.ch/"
"CONTRIBUTE/MAST","websites_platforms",1,1,"Masonry Shake Table Database: Open database of shake table tests and numerical models of unreinforced masonry (URM) buildings","https://masonrydb.epfl.ch"
"CONTRIBUTE/MAST","websites_platforms",2,1,"Web-based platform dedicated to shake table tests conducted on unreinforced masonry buildings",NA
"CONTRIBUTE/MAST","websites_platforms",3,1,"Web-based interfaces, visualization features and search capabilities developed by ENAC-IT4R",NA
"CONTRIBUTE/MISHMASH","estimated_users",0,75000,"A conservative estimate places 150,000 microbiome papers published in PubMed annually; ... nearly half of all researchers use datasets from published literature for original research. ... this would calculate to around 75,000 users of published microbiome data who would benefit from our enhanced ORD practices.",NA
"CONTRIBUTE/MISHMASH","models_standards",0,1,"Tiered standard for data accessibility statements in published microbiome literature, particularly sequencing data and metadata",NA
"CONTRIBUTE/MISHMASH","outreach_activities",0,2,"Advisory discussions with NCCR Microbiomes and NFDI4Microbiota in compiling community-driven standards.",NA
"CONTRIBUTE/MISHMASH","outreach_activities",1,2,"Discussions with editorial staff at EMBO Press about the feasibility of MiShMASh as applied at the journal level.",NA
"CONTRIBUTE/MISHMASH","presentations",0,1,"Invited talk at NCCR Open Research Meeting in Lausanne, May 2023",NA
"CONTRIBUTE/MISHMASH","publications",0,1,"In progress",NA
"CONTRIBUTE/MISHMASH","software_tools",0,1,"Software: MiShMASh tool to evaluate data sharing standards",NA
"CONTRIBUTE/MISHMASH","models_standards",0,1,"MiShMASH: Tier-based standards for sequence and metadata reporting (Bronze/Silver/Gold guidelines, metadata requirements, quality/value classification)",NA
"CONTRIBUTE/MISHMASH","publications",0,1,"Kim, L. and Lavrinienko, A. (2024). MiShMASh: Open standards for microbiome sequence and metadata availability. Manuscript in progress.",NA
"CONTRIBUTE/OGAIS","datasets_databases",0,2,"Calibration dataset over Zurich with two parallel lines flown in opposite directions. This data is useful to represent a real world scenario with challenging calibration conditions.",NA
"CONTRIBUTE/OGAIS","datasets_databases",1,2,"Calibration dataset over the city Thun, with 4 lines being flown in a cross pattern at different altitudes, represent an ideal calibration dataset.",NA
"CONTRIBUTE/OGAIS","presentations",0,1,"01.2025 informal discussion with ISPRS representatives",NA
"CONTRIBUTE/OGAIS","software_tools",0,2,"MALAHYD is a module for the open source photogrammetry application Steviapp.","https://github.com/french-paragon/PikaLTools/tree/main/tools/MalahydSteviappModule"
"CONTRIBUTE/OGAIS","software_tools",1,2,"This tool is a module of the open source photogrammetry application Steviapp.","https://github.com/french-paragon/steviapp"
"CONTRIBUTE/OGAIS","workshops",0,1,"12.2024 usage of tool for AIS open-data QA",NA
"CONTRIBUTE/OPENJMP","estimated_users",0,0,"Access to the JMP data through an API is work in progress with the potential to reach 1000s",NA
"CONTRIBUTE/OPENJMP","new_collaborations",0,2,"WASHWeb","https://washweb.org/"
"CONTRIBUTE/OPENJMP","new_collaborations",1,2,"WASHNote","https://washnote.com/"
"CONTRIBUTE/OPENJMP","repositories_catalogues",0,1,NA,"https://github.com/WASHNote/jmpwashdata"
"CONTRIBUTE/OPENJMP","training_events",0,1,NA,"https://openwashdata.org/pages/events/2024-04-04-webinar-washweb/"
"CONTRIBUTE/OPENJMP","websites_platforms",0,1,"support in web design","https://washweb.org/"
"CONTRIBUTE/OPENJMP","workshops",0,1,NA,"https://openwashdata.org/pages/events/2024-04-09-workshop-washweb/"
"CONTRIBUTE/OPENSENSE","datasets_databases",0,1,"We have contributed exemplar data generated with our ORD device",NA
"CONTRIBUTE/OPENSENSE","estimated_users",0,32,"The existing number of users who have tested the ORD practice",NA
"CONTRIBUTE/OPENSENSE","models_standards",0,1,"We have contributed the control scripts and also data-processing scripts for the ORD practice",NA
"CONTRIBUTE/OPENSENSE","publications",0,1,"We are currently in the submission process and will let you know when it is online.",NA
"CONTRIBUTE/OPENSENSE","software_tools",0,1,"We have contributed the design of our hardware setup",NA
"CONTRIBUTE/OPENSENSE","training_events",0,2,"We held a number of training sessions at EPFL for using and building the system.",NA
"CONTRIBUTE/OPENSENSE","workshops",0,1,"We have organized 1 full workshop related to ORD in soft robotics and sensing",NA
"CONTRIBUTE/PHENOMAST","datasets_databases",0,1,"New Mastweb database hosting the historic (since 1991) and the newly recorded masting data at ENVIdat","https://www.envidat.ch/#/"
"CONTRIBUTE/PHENOMAST","estimated_users",0,2,"Several 100 people collecting phenological data, Scientists from various disciplines working with masting data",NA
"CONTRIBUTE/PHENOMAST","models_standards",0,1,"Enhanced protocols for the observation of seed mast, adapted to the different phenology networks to ensure standardize data collection",NA
"CONTRIBUTE/PHENOMAST","new_collaborations",0,2,"Collaboration with several existing Phenology networks (Phenonet, Phenowald, PhenoRanger), New and ongoing scientific collaborations with data users (e.g., Vogelwarte, Senckenberg Biodiversität und Klima Forschungszentrum)",NA
"CONTRIBUTE/PHENOMAST","outreach_activities",0,2,"Press release of WSL to promote the new App ahead of the 2024 masting season, Presentation of the PhenoMast-network to diverse forest practitioners",NA
"CONTRIBUTE/PHENOMAST","presentations",0,1,"Presentation at WSL",NA
"CONTRIBUTE/PHENOMAST","repositories_catalogues",0,1,"New Mastweb database hosting the historic (since 1991) and the newly recorded masting data at ENVIdat","https://www.envidat.ch/#/"
"CONTRIBUTE/PHENOMAST","software_tools",0,1,"Mastweb application (Android, iPhone, Web)","https://app.mastweb.ch/#/"
"CONTRIBUTE/PHENOMAST","training_events",0,1,"Introduction workshop for PhenoRangers (Beginning of 2024)",NA
"CONTRIBUTE/PHENOMAST","websites_platforms",0,3,"New website created explaining the mast protocols and providing annual summaries of seed masting in four languages, New progressive web application to record, analyze and display current and historic masting data, New option and documentation to enter masting data on the Phaenonet webpage","https://mastweb.wsl.ch/, https://app.mastweb.ch/#/, https://app.phaenonet.ch/map"
"CONTRIBUTE/PHENOMAST","workshops",0,1,"Phenomast workshop with representatives of different phenology networks and foresters",NA
"CONTRIBUTE/PYCSOU-FAIR","models_standards",0,3,"Pyxu Plugin Generator","https://github.com/matthieumeo/cookiecutter-pyxu"
"CONTRIBUTE/PYCSOU-FAIR","models_standards",1,3,"Added interoperability protocol to core Pyxu package","https://github.com/matthieumeo/pycso/pull/48"
"CONTRIBUTE/PYCSOU-FAIR","models_standards",2,3,NA,"https://github.com/matthieumeo/pyxu/pull/53"
"CONTRIBUTE/PYCSOU-FAIR","presentations",0,2,"Minisymposium at PASC 2023 (Davos, Switzerland)","https://pasc23.pasc-conference.org/presentation/?id=msa203&sess=sess121"
"CONTRIBUTE/PYCSOU-FAIR","presentations",1,2,"Conference talk at PoLBIAS 2023 (Dresden, Germany)","https://physics-of-life.tu-dresden.de/events/2023/08/28/pol-bioimage-analysis-symposium-2023"
"CONTRIBUTE/PYCSOU-FAIR","publications",0,1,"Manuscript under preparation on Pyxu and Pyxu-FAIR. To be submitted to JOSS by the end of the year","https://joss.theoj.org/"
"CONTRIBUTE/PYCSOU-FAIR","repositories_catalogues",0,1,"Plugin catalogue","https://pyxu-org.github.io/fair/plugins_preview/index.html"
"CONTRIBUTE/PYCSOU-FAIR","repositories_catalogues",1,1,"Catalogue Website: a searchable, auto-discovered plugin catalog with metadata and scoring",NA
"CONTRIBUTE/PYCSOU-FAIR","repositories_catalogues",2,1,"Plugin Catalogue: Alphabetical list and search of all Pyxu plugins with types and scores",NA
"CONTRIBUTE/PYCSOU-FAIR","software_tools",0,20,"Pyxu Plugin Generator","https://github.com/matthieumeo/cookiecutter-pyxu"
"CONTRIBUTE/PYCSOU-FAIR","software_tools",1,20,"Added interoperability protocol to core Pyxu package","https://github.com/matthieumeo/pycso/pull/48"
"CONTRIBUTE/PYCSOU-FAIR","software_tools",2,20,"Contributed Pyxu trove-classifier in PyPI","https://github.com/matthieumeo/pyxu/pull/53"
"CONTRIBUTE/PYCSOU-FAIR","software_tools",3,20,"CSEEG plugin (Solver type, version Pyxu 2.0.0, planning stage)","https://github.com/pypa/trove-classifiers/pull/135"
"CONTRIBUTE/PYCSOU-FAIR","software_tools",4,20,"DSP-Notebooks plugin (Operator, Stop, Math, Contrib types, stable, Pyxu 2.0.0, score 83.0%)",NA
"CONTRIBUTE/PYCSOU-FAIR","software_tools",5,20,"EnvironTracker plugin (Contrib type, alpha, Pyxu 2.0.0, score 79.0%)",NA
"CONTRIBUTE/PYCSOU-FAIR","software_tools",6,20,"Alphabetical plugin list: CSEEG, DSP-Notebooks, EnvironTracker, HoughDetector, HVOX, OrientationPy, Palentologist, PhaseRet, PycGSP, pycNUFFT, PycSphere, pycWavelet",NA
"CONTRIBUTE/PYCSOU-FAIR","software_tools",7,20,"Operator (17 plugins in 12 packages), Solver (14 plugins in 10 packages), Stop (18 plugins in 11 packages), Math (16 plugins in 10 packages), Contrib (20 plugins in 12 packages)",NA
"CONTRIBUTE/PYCSOU-FAIR","training_events",0,2,"EIAS Summer School 2023 (presentation of Pyxu and plugins)","https://eias-epfl.org/"
"CONTRIBUTE/PYCSOU-FAIR","training_events",1,2,"Imaging lunch (26.04.2023)","https://memento.epfl.ch/event/pycsou-a-high-performance-computational-imaging-so/"
"CONTRIBUTE/PYCSOU-FAIR","websites_platforms",0,1,"Main website created","https://pyxu-org.github.io/fair/index.html"
"CONTRIBUTE/PYCSOU-FAIR","websites_platforms",1,1,"How to use plugins","https://pyxu-org.github.io/fair/howto.html"
"CONTRIBUTE/PYCSOU-FAIR","websites_platforms",2,1,"How to contribute plugins","https://pyxu-org.github.io/fair/contribute.html"
"CONTRIBUTE/PYCSOU-FAIR","websites_platforms",3,1,"Pyxu score explained","https://pyxu-org.github.io/fair/score.html"
"CONTRIBUTE/PYCSOU-FAIR","websites_platforms",4,1,"Pyxu FAIR: a platform for development, sharing, and integration of specialized plugins to enhance the Pyxu framework, with a catalogue website offering searchable, ranked, auto-discovered plugin listings and metadata display",NA
"CONTRIBUTE/PYCSOU-FAIR","websites_platforms",5,1,"Catalogue Website: a one-stop shop to discover exciting Pyxu plugins, auto-discovery from PyPI, relevant metadata, fuzzy-searchable index, rank plugins by Pyxu score",NA
"CONTRIBUTE/PYSPM","datasets_databases",0,2,"The option to save datasets in pure HDF5 format.",NA
"CONTRIBUTE/PYSPM","datasets_databases",1,2,"The option to save datasets in HDF5-USID format.",NA
"CONTRIBUTE/PYSPM","estimated_users",0,4,"CSIR-Central Scientific Instruments Organisation (Chandigarh, India) SPM users.",NA
"CONTRIBUTE/PYSPM","estimated_users",1,4,"Weizmann Institute of Science (WIS, Israel): 3 main users + users of the SPM user facility.",NA
"CONTRIBUTE/PYSPM","estimated_users",2,4,"LBNI collaborators at EFPL (ca 5 users).",NA
"CONTRIBUTE/PYSPM","estimated_users",3,4,"AFSEM-nano users through QD: ca 10 users at the moment.",NA
"CONTRIBUTE/PYSPM","estimated_users",4,4,"Chinese Academy of Science: ca. 6 users",NA
"CONTRIBUTE/PYSPM","industrial_collaborations",0,2,"Quantum Design already integrated and sells our OpenSPM software platform together with its AFSEM-nano product and therefore will profit of the implementation of these file formats.","https://qd-europe.com/nl/en/product/afsem-nano/"
"CONTRIBUTE/PYSPM","industrial_collaborations",1,2,"C-sense (Austria) & Alemnis, (Switzerland), which are implementing our software in their systems.",NA
"CONTRIBUTE/PYSPM","new_collaborations",0,1,"Gwyddion software suite, they implemented our formats (pure HDF5 and USID-HDF5) so can be read on that platform.",NA
"CONTRIBUTE/PYSPM","repositories_catalogues",0,1,"Software repository and documentation in https://c4science.ch/, users need to ask to join the project and being able to see and download software source files and documentation.","https://c4science.ch/"
"CONTRIBUTE/PYSPM","software_tools",0,1,"A module to dramatically increase the FPGA-PC data transfer speed, enabling to acquire images up to 1000 frames per second.",NA
"CONTRIBUTE/SCPAW","estimated_users",0,1000,"The developed and updated documentation benefits foremost newcomers and existing members of the CMS Collaboration at CERN but also smaller experimental collaborations hosted at PSI",NA
"CONTRIBUTE/SCPAW","models_standards",0,2,"Templates for automated container image creation available on internal PSI","https://github.com/max-fatouros/cvmfs-ansible-setup"
"CONTRIBUTE/SCPAW","models_standards",1,2,"Benchmarking tools and setup","https://git.psi.ch/ltp/containers/container-image-ci-templates"
"CONTRIBUTE/SCPAW","models_standards",2,2,NA,"https://gitlab.cern.ch/seamlessly-containerised/snapshotter-benchmarks"
"CONTRIBUTE/SCPAW","new_collaborations",0,1,"Close collaboration with CERN CernVM team (re-)established",NA
"CONTRIBUTE/SCPAW","outreach_activities",0,1,"Participation in event “Advancing Open Research Data (ORD) Practices: collaboration and innovation in the ETH Domain”",NA
"CONTRIBUTE/SCPAW","presentations",0,3,"Talk at CernVM Workshop 2024","https://indico.cern.ch/event/1347727/contributions/6119798/"
"CONTRIBUTE/SCPAW","presentations",1,3,"Talk at Conference on Computing in High Energy and Nuclear Physics 2024; proceedings accepted, publication pending","https://indico.cern.ch/event/1338689/contributions/6011588/"
"CONTRIBUTE/SCPAW","presentations",2,3,"Poster presentation at “Advancing Open Research Data (ORD) Practices: collaboration and innovation in the ETH Domain”",NA
"CONTRIBUTE/SCPAW","software_tools",0,2,"API for faster container image deployment to CVMFS","https://github.com/cvmfs-contrib/cvmfs-unpack-api"
"CONTRIBUTE/SCPAW","software_tools",1,2,"Ansible role to deploy CVMFS server setup","https://github.com/max-fatouros/cvmfs-ansible-setup"
"CONTRIBUTE/SCPAW","training_events",0,1,"LTP Analysis Preservation Bootcamp; CMS-specific training material for GitLab CI and Container Images updated","https://indico.cern.ch/event/1338689/contributions/6011588/"
"CONTRIBUTE/SCPAW","training_events",1,1,NA,"https://indico.cern.ch/event/1347727/contributions/6119798/"
"CONTRIBUTE/SCPAW","training_events",2,1,NA,"https://github.com/awesome-workshop/gitlab-cms/"
"CONTRIBUTE/SCPAW","training_events",3,1,NA,"https://indico.psi.ch/event/16883/"
"CONTRIBUTE/SCPAW","training_events",4,1,NA,"https://awesome-workshop.github.io/docker-cms/"
"CONTRIBUTE/SCPAW","websites_platforms",0,1,"CVMFS infrastructure “unpacked.psi.ch” deployed on the CMS Tier-3 at PSI",NA
"CONTRIBUTE/SCPAW","workshops",0,1,"LTP Analysis Preservation Bootcamp","https://indico.psi.ch/event/16883/"
"CONTRIBUTE/SOLARFUELSDB+","datasets_databases",0,1,"Updated dataset available at","https://solarfuelsdb.epfl.ch/releases"
"CONTRIBUTE/SOLARFUELSDB+","estimated_users",0,150,"This is a conservative estimate based on interactions with the community (e.g. twitter, emails, discussions at conferences), and participants to the workshop at which the SolarFuelsDB was originally launched.",NA
"CONTRIBUTE/SOLARFUELSDB+","models_standards",0,2,"Publicly available documentation on the database framework","https://solarfuelsdb.epfl.ch/documentation"
"CONTRIBUTE/SOLARFUELSDB+","models_standards",1,2,"Internal documentation of a framework to standardize and determine eligibility for external submissions to the database",NA
"CONTRIBUTE/SOLARFUELSDB+","presentations",0,2,"2023 MRS Spring Meeting, San Francisco, (Apr. 2023) - Prof. Sophia Haussener",NA
"CONTRIBUTE/SOLARFUELSDB+","presentations",1,2,"Conference on Artificial Photosynthesis and Green Catalysis, Lausanne (July 2023) - Dr. Isaac Holmes-Gentle",NA
"CONTRIBUTE/SOLARFUELSDB+","presentations",2,2,"5th Advanced Water Splitting Technology Pathways Workshop, Arizona US, (upcoming, Sep. 2023) - Prof. Sophia Haussener",NA
"CONTRIBUTE/SOLARFUELSDB+","publications",0,1,"Isaac Holmes-Gentle, Sophia Haussener. ‘An open database for synthetic carbon-based solar fuels’ (in-preparation)",NA
"CONTRIBUTE/SOLARFUELSDB+","websites_platforms",0,1,"Updated the EPFL Solar Fuels Database “SolarFuelsDB”","https://solarfuelsdb.epfl.ch"
"CONTRIBUTE/SPAM-ORD","estimated_users",0,30,"Around 30 workshop attendees, and many more due to improved website, documentation and installability",NA
"CONTRIBUTE/SPAM-ORD","new_collaborations",0,1,"Spam is now installed as a loadable module on PSI’s Ra cluster",NA
"CONTRIBUTE/SPAM-ORD","presentations",0,1,"The presentations from the workshop are openly available in the form of ipython notebooks to be used with RISE","https://gitlab.com/spam-project/talks/-/tree/main/spamWorkshop2023?ref_type=heads"
"CONTRIBUTE/SPAM-ORD","repositories_catalogues",0,1,"Moved the git repository from Grenoble-hosted to a more neutrally branded https://gitlab.com/spam-project/spam","https://gitlab.com/spam-project/spam"
"CONTRIBUTE/SPAM-ORD","software_tools",0,1,"Thanks to ORD funding spam has improved significantly in packaging and installability, and further work is ongoing.",NA
"CONTRIBUTE/SPAM-ORD","websites_platforms",0,1,"We now have a new simple landing website for our project (hosted on EPFL infrastructure)","https://www.spam-project.dev"
"CONTRIBUTE/SPAM-ORD","workshops",0,1,"Organisation of a workshop to present spam to researchers and help them get started on analysis problems",NA
